"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
8,1,0,0,NA,"1993","male","white","2","-2","-2","-2","-1","2","1","2","1","1",4,"0",-0.246780762122944,4,3.75321923787706,2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,4,12.5," I think the experiment is about associating people's political views with the way they distribute pay among others and seeing if there is a connection between them, since there should be. ","  Overall, my impression of the experiment is fairly good, although I do recognize some flaws in it. This is because the people attending the experiment will all want to make as much money as possible. Ideally it would be fair if everyone received the same amount, however the capitalist society isn't fair and you should play to the best ability the cards you are given. And since making money is really important depending on your financial circumstances then it seems fairly obvious that people distribute their pay unfairly sometimes. I do realize that I may be totally wrong and that two wrongs don't make a right but in this experiment, it is the money that matters.","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","2",NA,"155.245.28.24","cl-18",NA
14,1,0,0,NA,"1996","female","black","1","-1","2","-2","-2","2","2","1","-1","0",5,"0",-0.590197044285014,5,4.40980295571499,2,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5.8,4,12.3," perception of an unequal society "," very long gaps between questions","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA,"mathematics","United Kingdom","0","0",NA,"155.245.28.41","cl-1",NA
4,1,0,0,NA,"1995","female","brown","1","-2","0","2","1","2","-1","2","-1","-2",5,"-2",0.364315670635551,5,5.36431567063555,3,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,4,6.5," the experiment was about whether race/ethnicity/gender had an effect on the amount of money that was shared between people and whether they though the money allocated to them was fair or not. i think this was reflected upon the current political and economic state the UK is currently in. "," the experiment was good, the instructions were clear and precise however there was a long waiting period inbetween each period. the experiment showed how people would share the money if they could. ","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA," biomedical science BSC","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
5,1,0,0,NA,"1964","male","white","1","-2","2","-2","-2","1","2","2","2","-2",1,"0",0.476618018280715,1,1.47661801828071,3,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,4.5,12,"To see what correlation there is between political views and fairness in respect of the distribution of resources.","Far too long between stages: one took 10 minutes.","GRIexpt-2015-02-25-123025","GRI","Read","1","1",NA,"PhD in Computer Science (colour image processing using quaternions)
","United Kingdom","1","1",NA,"155.245.28.17","cl-11",NA
13,1,0,0,NA,"1989","male","white","2","-1","0","0","-2","2","2","2","0","0",5,"2",0.365151277836412,5,5.36515127783641,3,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,13.5," Gender, Race"," Unfair","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA," English Language and Literature","Spain","1","3",NA,"155.245.28.23","cl-17",NA
9,1,0,0,NA,"1992","female","white","0","-1","2","-1","-1","-1","-1","1","0","-2",6,"2",-0.597254730761051,6,5.40274526923895,3,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3,2.5,8," Group decisions"," ","GRIexpt-2015-02-25-123025","GRI","Read","1","0",NA," Law","Austria","0","0",NA,"155.245.28.14","cl-8",NA
10,1,0,0,NA,"1996","female","black","-2","2","0","-2","-2","-1","2","1","2","0",6,"-2",-0.549548729602247,6,5.45045127039775,3,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,1,9.2,"How much money would people share if they know what race/skin colour belongs to.So maybe it is discrimination or sexism ","I thought it was interesting. it showed how greedy people can be and what factor can lead a person a person to make a particular decision in regards to money when you only know the skin colour of a person and gender","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA," Bioche,istry","United Kingdom","1","2",NA,"155.245.28.13","cl-7",NA
12,1,0,0,NA,"1995","female","white","1","-2","0","-2","-2","2","2","2","0","-2",1,"0",0.117533109849319,1,1.11753310984932,3,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8.5,2,13," I think it was about how you divide money to people with regards to their race"," It was good but a bit slow, and i thought some of the other participants were really unfair with their distribution of the money ","GRIexpt-2015-02-25-123025","GRI","Read","1","2",NA," philosophy","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
6,2,1,1,NA,"1994","female","white","-1","-1","-2","-1","1","2","2","1","-2","-1",6,"1",-0.254930017190054,6,5.74506998280995,1,1.1,1,7,5,5,"prop_2","1","Accepted",NA,NA,NA,5,1,2,7,7,3.7,13.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","Albania ","1","2","Next Negotiation","155.245.28.8","cl-2",NA
16,2,1,1,NA,"1995","male","black","1","-1","1","-1","-2","2","1","2","1","2",3,"0",-0.45954476702027,3,2.54045523297973,1,1.1,2,5,7,5,"prop_2","1","Accepted",NA,NA,NA,7,1,2,37,7.5,2.6,12.6,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Financial Economics","United Kingdom","0","0","Next Negotiation","155.245.28.10","cl-4",NA
18,2,1,1,NA,"1994","female","black","2","-2","0","0","0","0","2","2","2","-1",5,"-2",-0.489215311268344,5,4.51078468873166,1,1.1,3,3,3,11,"prop_2","1","Accepted",NA,NA,NA,5,1,2,37,6,2.7,11.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Sociology","Jamaica","1","1","Next Negotiation","155.245.28.25","Cl-19",NA
2,2,1,1,NA,"1996","female","white","-1","-2","0","-1","-2","2","2","-1","0","1",4,"-2",-0.690875745564699,4,3.3091242544353,1,1.2,1,6,5.5,5.5,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,47,5.5,3,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," LLB French and English Law","France","1","2","Next Negotiation","155.245.28.21","cl-15",NA
3,2,1,1,NA,"1994","female","black","1","-1","-2","-1","0","1","2","2","-1","-1",7,"0",-0.128143274970353,7,6.87185672502965,1,1.2,2,5.6,5.8,5.6,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,32,7,1.5,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0","Next Negotiation","155.245.28.16","cl-10",NA
15,2,1,1,NA,"1993","female","brown","1","-2","0","-1","-1","2","2","1","1","-1",5,"-1",-0.0806939402595163,5,4.91930605974048,1,1.2,3,5.5,5.5,6,"prop_3","1","Accepted",NA,NA,NA,6,1,2,37,6.5,4.5,13.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Management and Marketing","United Kingdom","1","3","Next Negotiation","155.245.28.15","cl-9",NA
1,2,1,1,NA,"1996","female","white","0","-1","2","-1","1","1","2","0","1","-1",6,"0",0.276073294691741,6,6.27607329469174,2,2.1,1,8,4.5,4.5,"prop_1","1","Accepted",NA,NA,NA,8,1,2,27,5.5,4,12,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0","Next Negotiation","155.245.28.22","cl-16",NA
7,2,1,1,NA,"1995","female","black","1","-1","-1","0","-2","-2","-2","1","1","0",3,"-2",-0.278961379127577,3,2.72103862087242,2,2.1,2,9.2,3.5,4.3,"prop_1","1","Accepted",NA,NA,NA,4.5,1,2,27,5.9,1,9.4,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," BSc Biomedical Science","United Kingdom","1","2","Next Negotiation","155.245.28.18","cl-12",NA
14,2,1,1,NA,"1996","female","black","1","-1","2","-2","-2","2","2","1","-1","0",5,"0",-0.363271948182955,5,4.63672805181704,2,2.1,3,5.5,5.5,6,"prop_1","0","Accepted",NA,NA,NA,4.5,1,2,17,5.8,4,12.3,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA,"mathematics","United Kingdom","0","0","Next Negotiation","155.245.28.41","cl-1",NA
8,2,1,1,NA,"1993","male","white","2","-2","-2","-2","-1","2","1","2","1","1",4,"0",-0.313960941554978,4,3.68603905844502,2,2.2,1,10,7,0,"prop_2","1","Accepted",NA,NA,NA,8,1,2,27,6,4,12.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","2","Next Negotiation","155.245.28.24","cl-18",NA
11,2,1,1,NA,"1995","male","white","-1","1","0","-1","1","0","-1","0","1","0",8,"1",-0.137206090288237,8,7.86279390971176,2,2.2,2,8,8,1,"prop_2","1","Accepted",NA,NA,NA,8,1,2,7,8,1,11.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA,"PSYCHOLOGY","United Kingdom","1","2","Next Negotiation","155.245.28.20","cl-14",NA
17,2,1,1,NA,"1995","male","black","2","-2","2","-2","1","0","2","1","1","-2",3,"0",0.348092239536345,3,3.34809223953634,2,2.2,3,0,7,10,"prop_2","0","Accepted",NA,NA,NA,1,1,2,47,5.4,4,11.9,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Economics","United Kingdom","1","4","Next Negotiation","155.245.28.9","cl-3",NA
4,2,1,1,NA,"1995","female","brown","1","-2","0","2","1","2","-1","2","-1","-2",5,"-2",0.594543170882389,5,5.59454317088239,3,3.1,1,15,1,1,"prop_2","1","Accepted",NA,NA,NA,5.7,1,2,32,0,4,6.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," biomedical science BSC","United Kingdom","0","0","Next Negotiation","155.245.28.19","cl-13",NA
5,2,1,1,NA,"1964","male","white","1","-2","2","-2","-2","1","2","2","2","-2",1,"0",-0.570912248827517,1,0.429087751172483,3,3.1,2,5.7,5.6,5.7,"prop_2","1","Accepted",NA,NA,NA,5.6,1,2,22,5,4.5,12,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","1",NA,"PhD in Computer Science (colour image processing using quaternions)
","United Kingdom","1","1","Next Negotiation","155.245.28.17","cl-11",NA
10,2,1,1,NA,"1996","female","black","-2","2","0","-2","-2","-1","2","1","2","0",6,"-2",0.44365552905947,6,6.44365552905947,3,3.1,3,5.6,5.8,5.6,"prop_2","1","Accepted",NA,NA,NA,5.7,1,2,42,5.7,1,9.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Bioche,istry","United Kingdom","1","2","Next Negotiation","155.245.28.13","cl-7",NA
9,2,1,1,NA,"1992","female","white","0","-1","2","-1","-1","-1","-1","1","0","-2",6,"2",0.573101209662855,6,6.57310120966285,3,3.2,1,6,6,5,"prop_3","1","Accepted",NA,NA,NA,5,1,2,42,3,2.5,8,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","0",NA," Law","Austria","0","0","Next Negotiation","155.245.28.14","cl-8",NA
12,2,1,1,NA,"1995","female","white","1","-2","0","-2","-2","2","2","2","0","-2",1,"0",-0.535311018535867,1,0.464688981464133,3,3.2,2,5.6,5.7,5.7,"prop_3","1","Accepted",NA,NA,NA,5,1,2,32,8.5,2,13,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," philosophy","United Kingdom","1","1","Next Negotiation","155.245.28.12","cl-6",NA
13,2,1,1,NA,"1989","male","white","2","-1","0","0","-2","2","2","2","0","0",5,"2",-0.566357585182413,5,4.43364241481759,3,3.2,3,5,5,7,"prop_3","1","Accepted",NA,NA,NA,7,1,2,2,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," English Language and Literature","Spain","1","3","Next Negotiation","155.245.28.23","cl-17",NA
6,3,1,2,NA,"1994","female","white","-1","-1","-2","-1","1","2","2","1","-2","-1",6,"1",-0.480394908366725,6,5.51960509163328,1,1.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,7,3.7,13.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","Albania ","1","2",NA,"155.245.28.8","cl-2",NA
16,3,1,2,NA,"1995","male","black","1","-1","1","-1","-2","2","1","2","1","2",3,"0",-0.0283661580644547,3,2.97163384193555,1,1.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,7.5,2.6,12.6,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Financial Economics","United Kingdom","0","0",NA,"155.245.28.10","cl-4",NA
18,3,1,2,NA,"1994","female","black","2","-2","0","0","0","0","2","2","2","-1",5,"-2",-0.132898974278942,5,4.86710102572106,1,1.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,6,2.7,11.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Sociology","Jamaica","1","1",NA,"155.245.28.25","Cl-19",NA
2,3,1,2,NA,"1996","female","white","-1","-2","0","-1","-2","2","2","-1","0","1",4,"-2",-0.193541646003723,4,3.80645835399628,1,1.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,5.5,3,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," LLB French and English Law","France","1","2",NA,"155.245.28.21","cl-15",NA
3,3,1,2,NA,"1994","female","black","1","-1","-2","-1","0","1","2","2","-1","-1",7,"0",-0.0372338177636266,7,6.96276618223637,1,1.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,7,1.5,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0",NA,"155.245.28.16","cl-10",NA
15,3,1,2,NA,"1993","female","brown","1","-2","0","-1","-1","2","2","1","1","-1",5,"-1",-0.698913707770407,5,4.30108629222959,1,1.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,6.5,4.5,13.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Management and Marketing","United Kingdom","1","3",NA,"155.245.28.15","cl-9",NA
1,3,1,2,NA,"1996","female","white","0","-1","2","-1","1","1","2","0","1","-1",6,"0",0.175681797368452,6,6.17568179736845,2,2.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,5.5,4,12,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0",NA,"155.245.28.22","cl-16",NA
7,3,1,2,NA,"1995","female","black","1","-1","-1","0","-2","-2","-2","1","1","0",3,"-2",0.357961668632925,3,3.35796166863292,2,2.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,5.9,1,9.4,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," BSc Biomedical Science","United Kingdom","1","2",NA,"155.245.28.18","cl-12",NA
14,3,1,2,NA,"1996","female","black","1","-1","2","-2","-2","2","2","1","-1","0",5,"0",-0.488322347635403,5,4.5116776523646,2,2.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,5.8,4,12.3,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA,"mathematics","United Kingdom","0","0",NA,"155.245.28.41","cl-1",NA
8,3,1,2,NA,"1993","male","white","2","-2","-2","-2","-1","2","1","2","1","1",4,"0",0.09542505745776,4,4.09542505745776,2,2.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,6,4,12.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","2",NA,"155.245.28.24","cl-18",NA
11,3,1,2,NA,"1995","male","white","-1","1","0","-1","1","0","-1","0","1","0",8,"1",0.286383586330339,8,8.28638358633034,2,2.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,8,1,11.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA,"PSYCHOLOGY","United Kingdom","1","2",NA,"155.245.28.20","cl-14",NA
17,3,1,2,NA,"1995","male","black","2","-2","2","-2","1","0","2","1","1","-2",3,"0",0.20144304051064,3,3.20144304051064,2,2.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,5.4,4,11.9,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Economics","United Kingdom","1","4",NA,"155.245.28.9","cl-3",NA
4,3,1,2,NA,"1995","female","brown","1","-2","0","2","1","2","-1","2","-1","-2",5,"-2",0.594365289015695,5,5.5943652890157,3,3.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,0,4,6.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," biomedical science BSC","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
5,3,1,2,NA,"1964","male","white","1","-2","2","-2","-2","1","2","2","2","-2",1,"0",-0.635303027788177,1,0.364696972211823,3,3.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,5,4.5,12,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","1",NA,"PhD in Computer Science (colour image processing using quaternions)
","United Kingdom","1","1",NA,"155.245.28.17","cl-11",NA
10,3,1,2,NA,"1996","female","black","-2","2","0","-2","-2","-1","2","1","2","0",6,"-2",-0.230894809868187,6,5.76910519013181,3,3.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,5.7,1,9.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Bioche,istry","United Kingdom","1","2",NA,"155.245.28.13","cl-7",NA
9,3,1,2,NA,"1992","female","white","0","-1","2","-1","-1","-1","-1","1","0","-2",6,"2",0.142709823930636,6,6.14270982393064,3,3.2,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,3,2.5,8,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","0",NA," Law","Austria","0","0",NA,"155.245.28.14","cl-8",NA
12,3,1,2,NA,"1995","female","white","1","-2","0","-2","-2","2","2","2","0","-2",1,"0",0.105635829688981,1,1.10563582968898,3,3.2,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,8.5,2,13,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," philosophy","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
13,3,1,2,NA,"1989","male","white","2","-1","0","0","-2","2","2","2","0","0",5,"2",-0.659160863701254,5,4.34083913629875,3,3.2,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,2,7,4,13.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," English Language and Literature","Spain","1","3",NA,"155.245.28.23","cl-17",NA
6,4,1,3,NA,"1994","female","white","-1","-1","-2","-1","1","2","2","1","-2","-1",6,"1",-0.0318228512071073,6,5.96817714879289,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,7,3.7,13.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","Albania ","1","2",NA,"155.245.28.8","cl-2",NA
16,4,1,3,NA,"1995","male","black","1","-1","1","-1","-2","2","1","2","1","2",3,"0",-0.678717284696177,3,2.32128271530382,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,7.5,2.6,12.6,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Financial Economics","United Kingdom","0","0",NA,"155.245.28.10","cl-4",NA
18,4,1,3,NA,"1994","female","black","2","-2","0","0","0","0","2","2","2","-1",5,"-2",-0.326676860265434,5,4.67332313973457,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,6,2.7,11.2,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Sociology","Jamaica","1","1",NA,"155.245.28.25","Cl-19",NA
2,4,1,3,NA,"1996","female","white","-1","-2","0","-1","-2","2","2","-1","0","1",4,"-2",-0.007270828075707,4,3.99272917192429,1,1.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,5.5,3,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," LLB French and English Law","France","1","2",NA,"155.245.28.21","cl-15",NA
3,4,1,3,NA,"1994","female","black","1","-1","-2","-1","0","1","2","2","-1","-1",7,"0",-0.330048127006739,7,6.66995187299326,1,1.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,7,1.5,11,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Accounting and Finance","United Kingdom","0","0",NA,"155.245.28.16","cl-10",NA
15,4,1,3,NA,"1993","female","brown","1","-2","0","-1","-1","2","2","1","1","-1",5,"-1",-0.449935205001384,5,4.55006479499862,1,1.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,6.5,4.5,13.5,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Management and Marketing","United Kingdom","1","3",NA,"155.245.28.15","cl-9",NA
1,4,1,3,NA,"1996","female","white","0","-1","2","-1","1","1","2","0","1","-1",6,"0",-0.0488533501513302,6,5.95114664984867,2,2.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,5.5,4,12,NA,NA,"GRIexpt-2015-02-25-123025","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0",NA,"155.245.28.22","cl-16",NA
