"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
14,1,0,0,NA,"1993","female","white","1","-2","0","1","-1","2","1","1","0","0",3,"1",0.51212127096951,3,3.51212127096951,2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2.7,3,8.2," I think it was about the relationship between our political and social thoughts and our economic decisions."," I think that you can see that when people are in different contests they follow their istints and do not follow their political idea.","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," Language and Linguistics","Italy","1","2",NA,"155.245.28.10","cl-4",NA
16,1,0,0,NA,"1993","male","white","2","1","2","-1","0","1","2","1","2","-1",7,"0",0.596619037911296,7,7.5966190379113,2,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,3,5.5," Peoples tendencies to donate money based on political views and also equality or selfishness  "," Interesting experiment, I personally liked the concept of reducing the pie value if two people disagreed with the distribution of the money","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," Marine and Freshwater Biology","United Kingdom","0","0",NA,"155.245.28.8","cl-2",NA
2,1,0,0,NA,"1995","male","black","1","-2","-1","0","-2","2","2","0","-1","-2",3,"1",-0.159268497768789,3,2.84073150223121,3,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.7,2,10.2," The way in which our perceptions of someone else's race, gender and political views can affect our ideas of their value.","It was a rather straightforward and easy to follow experiment with an interesting premise. There isn't much that can be said aside from that. I don't regret participating in it.","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," BA English Literature ","United Kingdom","0","0",NA,"155.245.28.11","cl-5",NA
6,1,0,0,NA,"1994","female","white","0","2","-1","1","1","0","-2","-2","-1","-1",7,"0",-0.185753896832466,7,6.81424610316753,3,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5.7,2.5,10.7," about decisions"," it was interesting ","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," law","Cyprus","1","2",NA,"155.245.28.41","cl-1",NA
9,1,0,0,NA,"1996","male","black","1","0","-1","-1","-1","0","0","1","0","1",6,"0",-0.261800566408783,6,5.73819943359122,3,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,6,4,12.5," I think it was about the way people make decisions based on what they want as compared to other. Whether people will choose to benefit only themselves or choose to benefit themselves and others (relatively) equally, similar to game theory."," It was ok, for the most part it seemed people were genuinely choosing to benefit all rather than choosing to benefit themselves solely. Some of the participants however took very long in making their decisions as a lot of the time i found myself having to wait for them to proceed, sometimes upwards of 3-4 minutes.","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," LLB Law (Including Year Abroad)","United Kingdom","0","0",NA,"155.245.28.12","cl-6",NA
4,1,0,0,NA,"1996","female","white","-2","-2","0","1","0","2","2","-1","-1","0",5,"0",0.154040100425482,5,5.15404010042548,3,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.5,2,10," At first it was about political and ethical views but later i believe it was more about fairness and/or selfishness."," I have no opinion on this question.","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," Computer games","Lithuania","0","0",NA,"155.245.28.22","cl-16",NA
5,1,0,0,NA,"1996","male","black","-2","-2","-1","2","-2","0","0","2","0","0",8,"-2",0.647561756148934,8,8.64756175614894,3,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,5,13.5," how people react when put into difficult monetary situations "," eye opening ","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," Accounting and Finance ","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
12,1,0,0,NA,"1996","female","white","0","-2","-1","-2","0","2","1","-2","1","2",5,"0",0.0940226923674345,5,5.09402269236743,3,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.6,2.5,10.6," how fair is a society, do we think that each person has an equal chance of winning extra.","that it was fair and yet still people managed to abuse the system to get more money than other people because of the fear of getting less money if they do not comply. ","GRIexpt-2014-12-03-155742","GRI","Read","1","2",NA," Biochemistry","United Kingdom","1","1",NA,"155.245.28.24","cl-18",NA
1,2,1,1,NA,"1994","male","white","2","-2","1","-2","-2","2","1","2","1","-2",2,"0",-0.63634550278075,2,1.36365449721925,1,1.1,1,"8","4.5","4.5","prop_2","1","Accepted",NA,NA,NA,5.3,1,2,7,8.5,1.5,12.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," History","United Kingdom","1","2","Next Negotiation","155.245.28.21","cl-15",NA
7,2,1,1,NA,"1996","male","white","-1","-1","0","-1","0","2","2","0","1","0",5,"0",-0.53372121239081,5,4.46627878760919,1,1.1,2,"5.3","6.1","5.6","prop_2","1","Accepted",NA,NA,NA,6.1,1,2,42,4.5,4,11,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0","Next Negotiation","155.245.28.15","cl-9",NA
17,2,1,1,NA,"1992","male","white","-1","-1","-1","2","-1","2","2","-1","-2","-1",7,"0",-0.186958294222131,7,6.81304170577787,1,1.1,3,"5","5","7","prop_2","1","Accepted",NA,NA,NA,5.6,1,2,12,5.7,4,12.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," MSc Computational Finance","Italy","1","2","Next Negotiation","155.245.28.20","cl-14",NA
11,2,1,1,NA,"1993","male","white","1","-2","0","-2","-2","2","1","2","1","1",3,"0",-0.0884702657349408,3,2.91152973426506,1,1.2,1,"5.60","5.70","5.70","prop_1","1","Accepted",NA,NA,NA,5.6,1,2,47,7,4,13.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","1","Next Negotiation","155.245.28.23","cl-17",NA
15,2,1,1,NA,"1995","male","black","-1","-1","1","0","-1","2","2","-1","1","-1",4,"2",0.625014669867232,4,4.62501466986723,1,1.2,2,"5.5","6","5.5","prop_1","1","Accepted",NA,NA,NA,5.7,1,2,7,5.7,3.5,11.7,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0","Next Negotiation","155.245.28.16","cl-10",NA
18,2,1,1,NA,"1994","female","white","1","-2","1","0","-2","2","1","2","-2","-2",2,"0",0.263620238984004,2,2.263620238984,1,1.2,3,"5.7","5.7","5.6","prop_1","1","Accepted",NA,NA,NA,5.7,1,2,42,5.3,1,8.8,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," LLB English and French law","France","1","3","Next Negotiation","155.245.28.13","cl-7",NA
3,2,1,1,NA,"1992","female","white","-1","-2","0","0","1","2","2","1","2","2",8,"-2",0.194582877121866,8,8.19458287712187,2,2.1,1,"5","6","6","prop_3","1","Accepted",NA,NA,NA,5.5,1,2,47,0,3,5.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BSc Business Management","Norway","1","1","Next Negotiation","155.245.28.14","cl-8",NA
8,2,1,1,NA,"1967","male","white","0","2","2","0","-1","-2","1","2","2","1",5,"-1",0.0981764819473028,5,5.0981764819473,2,2.1,2,"5.7","5.7","5.6","prop_3","1","Accepted",NA,NA,NA,5.5,1,2,47,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," organised crime, terrorism and security","United Kingdom","0","0","Next Negotiation","155.245.28.17","cl-11",NA
16,2,1,1,NA,"1993","male","white","2","1","2","-1","0","1","2","1","2","-1",7,"0",-0.0385671967174858,7,6.96143280328251,2,2.1,3,"5.5","5.5","6","prop_3","1","Accepted",NA,NA,NA,6,1,2,22,0,3,5.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Marine and Freshwater Biology","United Kingdom","0","0","Next Negotiation","155.245.28.8","cl-2",NA
10,2,1,1,NA,"1992","female","white","2","-2","1","-2","-2","2","2","2","-1","-2",3,"0",-0.0727674306370318,3,2.92723256936297,2,2.2,1,"5.60","5.7","5.7","prop_2","1","Accepted",NA,NA,NA,5,1,2,22,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," Cognitive Neuroscience","United Kingdom","1","2","Next Negotiation","155.245.28.18","cl-12",NA
13,2,1,1,NA,"1990","male","white","-1","-2","-1","1","-2","1","2","1","-1","0",4,"0",-0.529468881292269,4,3.47053111870773,2,2.2,2,"5","6","6","prop_2","1","Accepted",NA,NA,NA,6,1,2,37,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," MSc Psychology Conversion course","Greece","1","5","Next Negotiation","155.245.28.9","cl-3",NA
14,2,1,1,NA,"1993","female","white","1","-2","0","1","-1","2","1","1","0","0",3,"1",-0.495700670452788,3,2.50429932954721,2,2.2,3,"6.5","0","10.5","prop_2","1","Accepted",NA,NA,NA,6,1,2,29,2.7,3,8.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Language and Linguistics","Italy","1","2","Next Negotiation","155.245.28.10","cl-4",NA
2,2,1,1,NA,"1995","male","black","1","-2","-1","0","-2","2","2","0","-1","-2",3,"1",0.286758886650205,3,3.2867588866502,3,3.1,1,"5","6","6","prop_3","1","Accepted",NA,NA,NA,5.7,1,2,7,5.7,2,10.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BA English Literature ","United Kingdom","0","0","Next Negotiation","155.245.28.11","cl-5",NA
5,2,1,1,NA,"1996","male","black","-2","-2","-1","2","-2","0","0","2","0","0",8,"-2",-0.657457355502993,8,7.34254264449701,3,3.1,2,"5.6","5.8","5.6","prop_3","1","Accepted",NA,NA,NA,5.7,1,2,27,6,5,13.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Accounting and Finance ","United Kingdom","0","0","Next Negotiation","155.245.28.19","cl-13",NA
12,2,1,1,NA,"1996","female","white","0","-2","-1","-2","0","2","1","-2","1","2",5,"0",0.554700508713722,5,5.55470050871372,3,3.1,3,"5.7","5.7","5.6","prop_3","1","Accepted",NA,NA,NA,5.6,1,2,12,5.6,2.5,10.6,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Biochemistry","United Kingdom","1","1","Next Negotiation","155.245.28.24","cl-18",NA
4,2,1,1,NA,"1996","female","white","-2","-2","0","1","0","2","2","-1","-1","0",5,"0",0.178113074786961,5,5.17811307478696,3,3.2,1,"5.6","5.7","5.7","prop_2","0","Rejected",NA,NA,NA,0,NA,NA,32,5.5,2,10,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Computer games","Lithuania","0","0","Next Negotiation","155.245.28.22","cl-16",NA
6,2,1,1,NA,"1994","female","white","0","2","-1","1","1","0","-2","-2","-1","-1",7,"0",-0.371237170137465,7,6.62876282986254,3,3.2,2,"3.5","10","3.5","prop_2","1","Rejected",NA,NA,NA,0,NA,NA,22,5.7,2.5,10.7,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," law","Cyprus","1","2","Next Negotiation","155.245.28.41","cl-1",NA
9,2,1,1,NA,"1996","male","black","1","0","-1","-1","-1","0","0","1","0","1",6,"0",-0.199567689560354,6,5.80043231043965,3,3.2,3,"6","6","5","prop_2","0","Rejected",NA,NA,NA,0,NA,NA,37,6,4,12.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," LLB Law (Including Year Abroad)","United Kingdom","0","0","Next Negotiation","155.245.28.12","cl-6",NA
1,3,1,2,NA,"1994","male","white","2","-2","1","-2","-2","2","1","2","1","-2",2,"0",-0.0683064585085958,2,1.9316935414914,1,1.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,8.5,1.5,12.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," History","United Kingdom","1","2",NA,"155.245.28.21","cl-15",NA
7,3,1,2,NA,"1996","male","white","-1","-1","0","-1","0","2","2","0","1","0",5,"0",-0.494248301023617,5,4.50575169897638,1,1.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,4.5,4,11,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0",NA,"155.245.28.15","cl-9",NA
17,3,1,2,NA,"1992","male","white","-1","-1","-1","2","-1","2","2","-1","-2","-1",7,"0",0.338693098956719,7,7.33869309895672,1,1.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.7,4,12.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," MSc Computational Finance","Italy","1","2",NA,"155.245.28.20","cl-14",NA
11,3,1,2,NA,"1993","male","white","1","-2","0","-2","-2","2","1","2","1","1",3,"0",0.0775366531684994,3,3.0775366531685,1,1.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,7,4,13.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","1",NA,"155.245.28.23","cl-17",NA
15,3,1,2,NA,"1995","male","black","-1","-1","1","0","-1","2","2","-1","1","-1",4,"2",0.309569260990247,4,4.30956926099025,1,1.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,5.7,3.5,11.7,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0",NA,"155.245.28.16","cl-10",NA
18,3,1,2,NA,"1994","female","white","1","-2","1","0","-2","2","1","2","-2","-2",2,"0",-0.559366457071155,2,1.44063354292884,1,1.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,5.3,1,8.8,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," LLB English and French law","France","1","3",NA,"155.245.28.13","cl-7",NA
3,3,1,2,NA,"1992","female","white","-1","-2","0","0","1","2","2","1","2","2",8,"-2",0.0641695127356797,8,8.06416951273568,2,2.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,0,3,5.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BSc Business Management","Norway","1","1",NA,"155.245.28.14","cl-8",NA
8,3,1,2,NA,"1967","male","white","0","2","2","0","-1","-2","1","2","2","1",5,"-1",0.250423283781856,5,5.25042328378186,2,2.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," organised crime, terrorism and security","United Kingdom","0","0",NA,"155.245.28.17","cl-11",NA
16,3,1,2,NA,"1993","male","white","2","1","2","-1","0","1","2","1","2","-1",7,"0",0.518883255310357,7,7.51888325531036,2,2.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,0,3,5.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Marine and Freshwater Biology","United Kingdom","0","0",NA,"155.245.28.8","cl-2",NA
10,3,1,2,NA,"1992","female","white","2","-2","1","-2","-2","2","2","2","-1","-2",3,"0",-0.102715222304687,3,2.89728477769531,2,2.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," Cognitive Neuroscience","United Kingdom","1","2",NA,"155.245.28.18","cl-12",NA
13,3,1,2,NA,"1990","male","white","-1","-2","-1","1","-2","1","2","1","-1","0",4,"0",-0.537590661924332,4,3.46240933807567,2,2.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.7,3,11.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," MSc Psychology Conversion course","Greece","1","5",NA,"155.245.28.9","cl-3",NA
14,3,1,2,NA,"1993","female","white","1","-2","0","1","-1","2","1","1","0","0",3,"1",0.409241912979633,3,3.40924191297963,2,2.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,29,2.7,3,8.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Language and Linguistics","Italy","1","2",NA,"155.245.28.10","cl-4",NA
2,3,1,2,NA,"1995","male","black","1","-2","-1","0","-2","2","2","0","-1","-2",3,"1",-0.0831026206258685,3,2.91689737937413,3,3.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,5.7,2,10.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BA English Literature ","United Kingdom","0","0",NA,"155.245.28.11","cl-5",NA
5,3,1,2,NA,"1996","male","black","-2","-2","-1","2","-2","0","0","2","0","0",8,"-2",0.164881424093619,8,8.16488142409362,3,3.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,6,5,13.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Accounting and Finance ","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
12,3,1,2,NA,"1996","female","white","0","-2","-1","-2","0","2","1","-2","1","2",5,"0",0.561134243197739,5,5.56113424319774,3,3.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.6,2.5,10.6,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Biochemistry","United Kingdom","1","1",NA,"155.245.28.24","cl-18",NA
4,3,1,2,NA,"1996","female","white","-2","-2","0","1","0","2","2","-1","-1","0",5,"0",-0.160096208192408,5,4.83990379180759,3,3.2,1,"3.9","4","4","prop_3","1","Accepted",NA,NA,NA,4,1,3,32,5.5,2,10,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Computer games","Lithuania","0","0","Next Negotiation","155.245.28.22","cl-16",NA
6,3,1,2,NA,"1994","female","white","0","2","-1","1","1","0","-2","-2","-1","-1",7,"0",0.186785851372406,7,7.18678585137241,3,3.2,2,"1.9","5","5","prop_3","1","Accepted",NA,NA,NA,4,1,3,22,5.7,2.5,10.7,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," law","Cyprus","1","2","Next Negotiation","155.245.28.41","cl-1",NA
9,3,1,2,NA,"1996","male","black","1","0","-1","-1","-1","0","0","1","0","1",6,"0",0.284448130428791,6,6.28444813042879,3,3.2,3,"4","4","3.9","prop_3","1","Accepted",NA,NA,NA,3.9,1,3,37,6,4,12.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," LLB Law (Including Year Abroad)","United Kingdom","0","0","Next Negotiation","155.245.28.12","cl-6",NA
1,4,1,3,NA,"1994","male","white","2","-2","1","-2","-2","2","1","2","1","-2",2,"0",0.32144381175749,2,2.32144381175749,1,1.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,8.5,1.5,12.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," History","United Kingdom","1","2",NA,"155.245.28.21","cl-15",NA
7,4,1,3,NA,"1996","male","white","-1","-1","0","-1","0","2","2","0","1","0",5,"0",0.323658932419494,5,5.32365893241949,1,1.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,4.5,4,11,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0",NA,"155.245.28.15","cl-9",NA
17,4,1,3,NA,"1992","male","white","-1","-1","-1","2","-1","2","2","-1","-2","-1",7,"0",-0.29396058646962,7,6.70603941353038,1,1.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.7,4,12.2,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","1",NA," MSc Computational Finance","Italy","1","2",NA,"155.245.28.20","cl-14",NA
11,4,1,3,NA,"1993","male","white","1","-2","0","-2","-2","2","1","2","1","1",3,"0",0.659239989565685,3,3.65923998956569,1,1.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,7,4,13.5,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," BA MODERN LANGUAGES","United Kingdom","1","1",NA,"155.245.28.23","cl-17",NA
15,4,1,3,NA,"1995","male","black","-1","-1","1","0","-1","2","2","-1","1","-1",4,"2",0.335570732923224,4,4.33557073292322,1,1.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,5.7,3.5,11.7,NA,NA,"GRIexpt-2014-12-03-155742","GRI",NA,"1","2",NA," Business Management","United Kingdom","0","0",NA,"155.245.28.16","cl-10",NA
