"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
11,1,0,0,NA,"1994","female","white",1,1,-1,2,2,1,1,-1,2,2,3,"0",0.286206822423264,3,3.28620682242326,2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,4.7,12.2,"To see if people were able to agree on a decision : it is easier when the amount given to each participant is more or less alike, but if one is disadvantaged and not the two others, the two others may still agree on the deal.
Plus, the teams were formed by three people, meaning one of them is always the one who proposed the deal, so they will accept it "," Long, a lot of waiting between each session.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"In France, my degree's called LLCE Anglais, meaning I'm studying British & American Language, Literature and Civilization.","France","1","1",NA,"155.245.28.23","cl-17",NA
16,1,0,0,NA,"1994","male","black",1,1,-2,2,-2,1,1,-2,2,-2,5,"0",0.0524872474372387,5,5.05248724743724,2,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,2.6,5.1,"Im not too sure, think it was about looking at individuals decision making when money is involved and the best way in which they can receive most money "," it was okay","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0",NA,"155.245.28.18","cl-12",NA
2,1,0,0,NA,"1993","male","brown",0,2,0,1,2,0,2,0,1,2,5,"1",0.1202942550648,5,5.1202942550648,3,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6,3,11.5," Greed? Maybe it was about the choices people make, whether they are fair or not. What others would do in terms of their economic interests."," It was good, just didn't like when I was allocated anything in terms of money. I guess it was beneficial for both parties except me, can't fault them it's human nature. Now I hope I'm allocated something.  ","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Management and Marketing","United Kingdom","0","0",NA,"155.245.28.21","cl-15",NA
9,1,0,0,NA,"1995","female","white",-1,1,-1,2,0,-1,1,-1,2,0,4,"0",0.038001305423677,4,4.03800130542368,3,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5.6,2,10.1," How someone tends to divide money when themselves are included in the group."," Interesting. Not hard to understand the concept or instructions. Would be interested in reading about the results.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Criminology with Social Psychology","Greece","1","2",NA,"155.245.28.11","cl-5",NA
12,1,0,0,NA,"1995","male","brown",0,0,1,2,0,0,0,1,2,0,5,"1",-0.210338688734919,5,4.78966131126508,3,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5,3,10.5," i think it was about the idea of how people can share a particular sum of money between each of money and how to make it fair.","I think it was very interesting and I would happily do it again.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," business management","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
8,1,0,0,NA,"1994","female","white",-1,-1,1,2,-2,-1,-1,1,2,-2,8,"0",-0.249031905038282,8,7.75096809496172,3,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.7,3.5,11.7," I think it was about how groups handle investments and and see if the participants try to share the money to gain as much as possible. (and if so, how)"," I think it was a bit unfair that we were in groups of 3, as the participant who submits his proposition will obviously accept it, so as others we have no chance of fairness.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Exchange European Student (ERASMUS)","France","1","1",NA,"155.245.28.9","cl-3",NA
17,1,0,0,NA,"1993","male","white",2,-2,-1,2,-2,2,-2,-1,2,-2,5,"0",-0.0307877505663782,5,4.96921224943362,3,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5.6,3.5,11.6,"I would assume that the experiment was testing participants' choices in a scenario where being overly greedy may result in risking receiving any income. I therefore was trying to find balance in the amount of money allocated for others and myself to maximize my gain and offer the others bare safe minimum."," This was one of the most engaging experiments I have attended so far. Obviously the same set back as always is the dragging speed (or lack of) due to some participants, however I am satisfied with the experience.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Business Management","Latvia","1","10",NA,"155.245.28.20","cl-14",NA
18,1,0,0,NA,"1995","male","black",1,1,-1,2,-1,1,1,-1,2,-1,5,"0",0.0990276677068323,5,5.09902766770683,3,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,3,11," I think the experiment was about the types of decisions we make depending on our situations. "," I thought the experiment was very clever in how it encouraged independence within our decisions, it allowed us to have complete freedom and control over the decisions we made. I think the experiment also allows us to see what kind of person we can be depending on our roles within the group we were put in, and how we would act within these groups.","GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"BSc Business Management (Including Year Abroad) ","United Kingdom","1","2",NA,"155.245.28.10","cl-4",NA
4,2,1,1,NA,"1991","female","white",-1,0,-2,2,0,-1,0,-2,2,0,7,"0",-0.216365844011307,7,6.78363415598869,1,1.1,1,"6.00","5.50","5.50","prop_3","1","Accepted",NA,NA,NA,5.6,1,2,32,0,4,6.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA," Economics and Social Sciences","Italy","1","6","Next Negotiation","155.245.28.12","cl-6",NA
13,2,1,1,NA,"1995","male","white",-1,0,-2,-2,1,-1,0,-2,-2,1,8,"0",-0.0697602247819304,8,7.93023977521807,1,1.1,2,"5.8","6.4","4.8","prop_3","1","Accepted",NA,NA,NA,5.6,1,2,32,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Law","France","0","0","Next Negotiation","155.245.28.16","cl-10",NA
14,2,1,1,NA,"1992","female","white",-1,-2,2,0,0,-1,-2,2,0,0,2,"-2",0.0123506077565253,2,2.01235060775653,1,1.1,3,"5.6","5.6","5.8","prop_3","1","Accepted",NA,NA,NA,5.8,1,2,42,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA,"Tropical Marine Biology","United Kingdom","1","3","Next Negotiation","155.245.28.41","cl-1",NA
3,2,1,1,NA,"1995","female","white",-2,0,2,1,0,-2,0,2,1,0,7,"-2",-0.151964565832168,7,6.84803543416783,1,1.2,1,"7","5","5","prop_2","1","Accepted",NA,NA,NA,5,1,2,37,0,2,4.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Finance","Lithuania","1","2","Next Negotiation","155.245.28.15","cl-9",NA
6,2,1,1,NA,"1993","female","white",-2,-1,2,2,-2,-2,-1,2,2,-2,3,"0",-0.0400816143024713,3,2.95991838569753,1,1.2,2,"5","7","5","prop_2","1","Accepted",NA,NA,NA,7,1,2,22,7.5,3,13,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BA Politics","Italy","1","3","Next Negotiation","155.245.28.8","cl-2",NA
7,2,1,1,NA,"1994","female","white",-2,1,2,-2,0,-2,1,2,-2,0,5,"2",-0.253326433617622,5,4.74667356638238,1,1.2,3,"5.70","5.60","5.70","prop_2","1","Accepted",NA,NA,NA,5,1,2,12,4.8,3,10.3,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Econometrics and Operational Research","Netherlands","1","1","Next Negotiation","155.245.28.14","cl-8",NA
1,2,1,1,NA,"1992","female","white",-2,-1,2,0,0,-2,-1,2,0,0,3,"0",0.068576434487477,3,3.06857643448748,2,2.1,1,"5","5","7","prop_1","1","Accepted",NA,NA,NA,5,1,2,17,9.5,3,15,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Language and Linguistics","Italy","1","6","Next Negotiation","155.245.28.24","cl-18",NA
10,2,1,1,NA,"1994","male","black",-1,1,2,0,1,-1,1,2,0,1,8,"0",-0.0358117153868079,8,7.96418828461319,2,2.1,2,"5.5","6","5.5","prop_1","1","Accepted",NA,NA,NA,5,1,2,2,5,1.7,9.2,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Law","United Kingdom","0","0","Next Negotiation","155.245.28.22","cl-16",NA
16,2,1,1,NA,"1994","male","black",-1,-1,1,2,0,-1,-1,1,2,0,5,"0",0.0157582547049969,5,5.015758254705,2,2.1,3,"5","5","7","prop_1","1","Accepted",NA,NA,NA,7,1,2,32,0,2.6,5.1,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0","Next Negotiation","155.245.28.18","cl-12",NA
5,2,1,1,NA,"1993","female","black",-2,0,-2,1,0,-2,0,-2,1,0,5,"0",-0.266882912255824,5,4.73311708774418,2,2.2,1,"17","0","0","prop_3","1","Accepted",NA,NA,NA,1,1,2,22,8,3,13.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Banking and Finance","Netherlands","1","4","Next Negotiation","155.245.28.17","cl-11",NA
11,2,1,1,NA,"1994","female","white",0,-1,2,-1,1,0,-1,2,-1,1,3,"0",-0.104205127665773,3,2.89579487233423,2,2.2,2,"5","7","5","prop_3","0","Accepted",NA,NA,NA,1,1,2,12,5,4.7,12.2,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"In France, my degree's called LLCE Anglais, meaning I'm studying British & American Language, Literature and Civilization.","France","1","1","Next Negotiation","155.245.28.23","cl-17",NA
15,2,1,1,NA,"1993","female","white",-2,0,2,2,-1,-2,0,2,2,-1,1,"-2",0.154130607191473,1,1.15413060719147,2,2.2,3,"1","1","15","prop_3","1","Accepted",NA,NA,NA,15,1,2,48,3.9,3,9.4,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Language and linguistics","Italy","1","4","Next Negotiation","155.245.28.13","cl-7",NA
2,2,1,1,NA,"1993","male","brown",-2,-1,2,0,1,-2,-1,2,0,1,5,"1",-0.101813096087426,5,4.89818690391257,3,3.1,1,"5.6","5.7","5.7","prop_3","0","Accepted",NA,NA,NA,5,1,2,32,6,3,11.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Management and Marketing","United Kingdom","0","0","Next Negotiation","155.245.28.21","cl-15",NA
9,2,1,1,NA,"1995","female","white",-2,-2,2,1,0,-2,-2,2,1,0,4,"0",-0.143583241431043,4,3.85641675856896,3,3.1,2,"6","5","6","prop_3","1","Accepted",NA,NA,NA,5,1,2,17,5.6,2,10.1,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Criminology with Social Psychology","Greece","1","2","Next Negotiation","155.245.28.11","cl-5",NA
18,2,1,1,NA,"1995","male","black",-2,-1,2,1,1,-2,-1,2,1,1,5,"0",-0.0820385067723692,5,4.91796149322763,3,3.1,3,"5","5","7","prop_3","1","Accepted",NA,NA,NA,7,1,2,12,5.5,3,11,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"BSc Business Management (Including Year Abroad) ","United Kingdom","1","2","Next Negotiation","155.245.28.10","cl-4",NA
8,2,1,1,NA,"1994","female","white",-2,0,2,-1,0,-2,0,2,-1,0,8,"0",0.121705782227218,8,8.12170578222722,3,3.2,1,"5.6","5.7","5.7","prop_1","1","Accepted",NA,NA,NA,5.6,1,2,27,5.7,3.5,11.7,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Exchange European Student (ERASMUS)","France","1","1","Next Negotiation","155.245.28.9","cl-3",NA
12,2,1,1,NA,"1995","male","brown",-1,1,1,2,1,-1,1,1,2,1,5,"1",-0.00939715239219369,5,4.99060284760781,3,3.2,2,"6","5","6","prop_1","1","Accepted",NA,NA,NA,5.7,1,2,32,5,3,10.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," business management","United Kingdom","0","0","Next Negotiation","155.245.28.19","cl-13",NA
17,2,1,1,NA,"1993","male","white",1,0,2,-1,1,1,0,2,-1,1,5,"0",0.167284281738102,5,5.1672842817381,3,3.2,3,"0","8","9","prop_1","1","Accepted",NA,NA,NA,5.7,1,2,17,5.6,3.5,11.6,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Business Management","Latvia","1","10","Next Negotiation","155.245.28.20","cl-14",NA
4,3,1,2,NA,"1991","female","white",-1,-2,1,0,0,-1,-2,1,0,0,7,"0",-0.222693581739441,7,6.77730641826056,1,1.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,0,4,6.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA," Economics and Social Sciences","Italy","1","6",NA,"155.245.28.12","cl-6",NA
13,3,1,2,NA,"1995","male","white",0,2,-1,2,-1,0,2,-1,2,-1,8,"0",0.0387508972082287,8,8.03875089720823,1,1.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Law","France","0","0",NA,"155.245.28.16","cl-10",NA
14,3,1,2,NA,"1992","female","white",1,-2,2,-1,1,1,-2,2,-1,1,2,"-2",0.0952506326604635,2,2.09525063266046,1,1.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA,"Tropical Marine Biology","United Kingdom","1","3",NA,"155.245.28.41","cl-1",NA
3,3,1,2,NA,"1995","female","white",1,-2,1,-2,-1,1,-2,1,-2,-1,7,"-2",0.270715861022472,7,7.27071586102247,1,1.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,0,2,4.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Finance","Lithuania","1","2",NA,"155.245.28.15","cl-9",NA
6,3,1,2,NA,"1993","female","white",1,-2,2,-2,2,1,-2,2,-2,2,3,"0",-0.267515219282359,3,2.73248478071764,1,1.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,7.5,3,13,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BA Politics","Italy","1","3",NA,"155.245.28.8","cl-2",NA
7,3,1,2,NA,"1994","female","white",-1,-2,2,0,-2,-1,-2,2,0,-2,5,"2",0.144315305678174,5,5.14431530567817,1,1.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,4.8,3,10.3,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Econometrics and Operational Research","Netherlands","1","1",NA,"155.245.28.14","cl-8",NA
1,3,1,2,NA,"1992","female","white",2,0,0,-1,1,2,0,0,-1,1,3,"0",0.286255278205499,3,3.2862552782055,2,2.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,9.5,3,15,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Language and Linguistics","Italy","1","6",NA,"155.245.28.24","cl-18",NA
10,3,1,2,NA,"1994","male","black",-1,2,2,2,2,-1,2,2,2,2,8,"0",0.051961315004155,8,8.05196131500415,2,2.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,2,5,1.7,9.2,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Law","United Kingdom","0","0",NA,"155.245.28.22","cl-16",NA
16,3,1,2,NA,"1994","male","black",1,-2,2,-2,1,1,-2,2,-2,1,5,"0",0.122422222187743,5,5.12242222218774,2,2.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,0,2.6,5.1,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Sport and Exercise Science","United Kingdom","0","0",NA,"155.245.28.18","cl-12",NA
5,3,1,2,NA,"1993","female","black",0,1,1,-2,-1,0,1,1,-2,-1,5,"0",0.257914028456435,5,5.25791402845643,2,2.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,8,3,13.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Banking and Finance","Netherlands","1","4",NA,"155.245.28.17","cl-11",NA
11,3,1,2,NA,"1994","female","white",1,-1,2,2,1,1,-1,2,2,1,3,"0",-0.17473313184455,3,2.82526686815545,2,2.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5,4.7,12.2,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"In France, my degree's called LLCE Anglais, meaning I'm studying British & American Language, Literature and Civilization.","France","1","1",NA,"155.245.28.23","cl-17",NA
15,3,1,2,NA,"1993","female","white",0,-1,1,-2,0,0,-1,1,-2,0,1,"-2",-0.218145943433046,1,0.781854056566954,2,2.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,48,3.9,3,9.4,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Language and linguistics","Italy","1","4",NA,"155.245.28.13","cl-7",NA
2,3,1,2,NA,"1993","male","brown",2,0,1,2,0,2,0,1,2,0,5,"1",0.29553672876209,5,5.29553672876209,3,3.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,6,3,11.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Management and Marketing","United Kingdom","0","0",NA,"155.245.28.21","cl-15",NA
9,3,1,2,NA,"1995","female","white",1,-1,2,0,-1,1,-1,2,0,-1,4,"0",-0.0853541684802621,4,3.91464583151974,3,3.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,5.6,2,10.1,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Criminology with Social Psychology","Greece","1","2",NA,"155.245.28.11","cl-5",NA
18,3,1,2,NA,"1995","male","black",1,-1,2,-1,1,1,-1,2,-1,1,5,"0",-0.288050754228607,5,4.71194924577139,3,3.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.5,3,11,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA,"BSc Business Management (Including Year Abroad) ","United Kingdom","1","2",NA,"155.245.28.10","cl-4",NA
8,3,1,2,NA,"1994","female","white",-1,1,2,-2,-1,-1,1,2,-2,-1,8,"0",0.195959443878382,8,8.19595944387838,3,3.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,27,5.7,3.5,11.7,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Exchange European Student (ERASMUS)","France","1","1",NA,"155.245.28.9","cl-3",NA
12,3,1,2,NA,"1995","male","brown",0,1,2,0,0,0,1,2,0,0,5,"1",-0.130570684047416,5,4.86942931595258,3,3.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,5,3,10.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," business management","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
17,3,1,2,NA,"1993","male","white",-2,-1,2,-2,2,-2,-1,2,-2,2,5,"0",0.18743419200182,5,5.18743419200182,3,3.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,5.6,3.5,11.6,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Business Management","Latvia","1","10",NA,"155.245.28.20","cl-14",NA
4,4,1,3,NA,"1991","female","white",0,-2,2,0,-1,0,-2,2,0,-1,7,"0",-0.0628665655385703,7,6.93713343446143,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,0,4,6.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA," Economics and Social Sciences","Italy","1","6",NA,"155.245.28.12","cl-6",NA
13,4,1,3,NA,"1995","male","white",0,-2,-2,1,-1,0,-2,-2,1,-1,8,"0",-0.157291224785149,8,7.84270877521485,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Law","France","0","0",NA,"155.245.28.16","cl-10",NA
14,4,1,3,NA,"1992","female","white",-2,2,0,0,-1,-2,2,0,0,-1,2,"-2",-0.151697386242449,2,1.84830261375755,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,42,9,3,14.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","1",NA,"Tropical Marine Biology","United Kingdom","1","3",NA,"155.245.28.41","cl-1",NA
3,4,1,3,NA,"1995","female","white",0,2,1,0,-2,0,2,1,0,-2,7,"-2",0.0677832832094282,7,7.06778328320943,1,1.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,0,2,4.5,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BSc Finance","Lithuania","1","2",NA,"155.245.28.15","cl-9",NA
6,4,1,3,NA,"1993","female","white",-1,2,2,-2,-2,-1,2,2,-2,-2,3,"0",0.167658172175288,3,3.16765817217529,1,1.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,7.5,3,13,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," BA Politics","Italy","1","3",NA,"155.245.28.8","cl-2",NA
7,4,1,3,NA,"1994","female","white",1,2,-2,0,-2,1,2,-2,0,-2,5,"2",-0.0677125171758234,5,4.93228748282418,1,1.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,4.8,3,10.3,NA,NA,"GRIexpt-2014-12-02-145238","Control",NA,"1","2",NA," Econometrics and Operational Research","Netherlands","1","1",NA,"155.245.28.14","cl-8",NA
