"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1.1","pd1.2","pd1.3","offer_pd1","pd2.1","pd2.2","pd2.3","offer_pd2","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
11,1,1,0,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",-0.294278691709042,2,1.70572130829096,3,3.2,3,NA,NA,NA,NA,NA,NA,5.7,5.7,5.6,"pd1.3",NA,NA,NA,NA,5.6,1,1,7,5.6,NA,10.6," I imagine this experiment was about the idea of how people decide wealth will be distributed, how this is factored in regarding gender, race and political ideology. Another important factor is the amount of social cohesion and that is created by the establishments of economic paradigms. Will people accept what they view as unfair treatment if objecting causes a larger economic loss?"," For the most part, the subjects I interacted with wished to keep finances equally distributed, although there were some discrepancies in how evenly. I only had one experience where I felt a subject allocated too much to himself but it wasn't enough to warrant a rejection. If I had seen it happen a second time, however, I would have rejected. If the funds distributed are largely fair, even with a small amount withheld to one party will ultimately be outvoted. ","GRIexpt-2015-05-22-125920","2Dictator","Read","1","1",NA," PhD History","United States","1","1","Next","155.245.28.16","cl-10",NA
3,2,2,1,NA,"1995","female","white","2","-2","1","0","-2","2","2","2","-2","-2",2,"2",-0.0953542524483055,2,1.90464574755169,1,1.1,1,5.6,5.7,5.7,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,2,37,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," INTERNATIONAL RELATIONS AND MODERN LANGUAGES","Spain","1","2","Next","155.245.28.11","cl-5",NA
14,2,2,1,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",-0.57183190099895,5,4.42816809900105,1,1.1,2,6,5,6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2","Next","155.245.28.8","cl-2",NA
16,2,2,1,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",0.312094481568784,4,4.31209448156878,1,1.1,3,4.5,4.5,8,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1","Next","155.245.28.18","cl-12",NA
8,2,2,1,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",0.453274250635877,5,5.45327425063588,1,1.2,1,5.6,5.7,5.7,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0","Next","155.245.28.9","cl-3",NA
13,2,2,1,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",-0.120694596320391,6,5.87930540367961,1,1.2,2,6,6,5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1,2,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0","Next","155.245.28.24","cl-18",NA
15,2,2,1,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",0.546045611193404,4,4.5460456111934,1,1.2,3,5.7,5.5,5.8,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1,2,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3","Next","155.245.28.14","cl-8",NA
2,2,2,1,NA,"1995","female","white","-1","0","1","-1","-1","2","2","0","-1","0",3,"1",-0.42839665543288,3,2.57160334456712,2,2.1,1,5,6,6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,17,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," LLB French and English Law","France","1","4","Next","155.245.28.20","cl-14",NA
5,2,2,1,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",-0.539831496169791,8,7.46016850383021,2,2.1,2,5.5,6,5.5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50","Next","155.245.28.10","cl-4",NA
7,2,2,1,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",-0.617982237040997,5,4.382017762959,2,2.1,3,5.7,5.7,5.6,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,2,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10","Next","155.245.28.15","cl-9",NA
4,2,2,1,NA,"1996","male","white","0","-2","0","-1","-2","1","2","1","1","-1",4,"2",0.239597156504169,4,4.23959715650417,2,2.2,1,7,5,5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Science","United Kingdom","1","1","Next","155.245.28.22","cl-16",NA
12,2,2,1,NA,"1996","male","white","1","-2","2","-2","-2","2","2","2","-1","-1",2,"1",0.327719773026183,2,2.32771977302618,2,2.2,2,5.6,5.6,5.8,"prop_3","0","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History","United Kingdom","0","0","Next","155.245.28.19","cl-13",NA
17,2,2,1,NA,"1993","female","brown","-2","-2","0","2","-1","2","1","2","-1","0",5,"2",-0.358989902958274,5,4.64101009704173,2,2.2,3,5,5,7,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,2,7,NA,12,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA Linguistics","United Kingdom","1","1","Next","155.245.28.41","cl-1",NA
6,2,2,1,NA,"1995","female","white","-2","0","0","0","0","2","2","0","0","0",5,"-2",-0.0511082470882684,5,4.94889175291173,3,3.1,1,5.7,5.7,5.6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,42,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," French and English Law","France","0","0","Next","155.245.28.13","cl-7",NA
10,2,2,1,NA,"1991","male","white","0","-2","1","0","-1","2","1","0","1","0",5,"2",0.192459607264027,5,5.19245960726403,3,3.1,2,5,6,6,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,1,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," management","Cyprus","1","1","Next","155.245.28.21","cl-15",NA
18,2,2,1,NA,"1995","female","brown","-1","0","0","-1","-1","1","1","1","1","0",5,"1",-0.263706464646384,5,4.73629353535362,3,3.1,3,5.2,5.3,6.5,"prop_1","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,2,47,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Bsc Economics","United Kingdom","1","1","Next","155.245.28.12","cl-6",NA
1,2,2,1,NA,"1994","male","white","1","-2","1","-1","-2","2","1","1","1","-2",4,"1",-0.537574780685827,4,3.46242521931417,3,3.2,1,5.7,5.6,5.7,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,27,5.2,NA,10.2,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Modern History","United Kingdom","0","0","Next","155.245.28.23","cl-17",NA
9,2,2,1,NA,"1993","female","white","-1","-2","1","-1","-1","2","0","1","1","1",3,"2",0.37382118399255,3,3.37382118399255,3,3.2,2,5.5,5,6.5,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1,2,47,6.1,NA,11.1,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Language and Linguistics","Cyprus","0","0","Next","155.245.28.17","cl-11",NA
11,2,2,1,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",0.392595280986279,2,2.39259528098628,3,3.2,3,5.7,5.6,5.7,"prop_3","1","Accepted",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1,2,7,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," PhD History","United States","1","1","Next","155.245.28.16","cl-10",NA
3,3,2,2,NA,"1995","female","white","2","-2","1","0","-2","2","2","2","-2","-2",2,"2",0.293337109079584,2,2.29333710907958,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," INTERNATIONAL RELATIONS AND MODERN LANGUAGES","Spain","1","2",NA,"155.245.28.11","cl-5",NA
14,3,2,2,NA,"1995","male","white","0","-1","-1","0","-1","2","2","0","-2","-2",5,"1",0.098776000412181,5,5.09877600041218,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," International Relations","Lithuania","1","2",NA,"155.245.28.8","cl-2",NA
16,3,2,2,NA,"1994","male","white","-2","-1","1","0","-1","2","2","0","0","-1",4,"0",0.614944707090035,4,4.61494470709003,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Games","Norway","1","1",NA,"155.245.28.18","cl-12",NA
8,3,2,2,NA,"1996","female","white","1","-1","1","0","-2","2","2","-1","1","0",5,"2",0.622390399267897,5,5.6223903992679,1,1.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History and Literature","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
13,3,2,2,NA,"1993","female","white","-2","-2","0","1","-1","2","2","0","-1","1",6,"1",0.224432382499799,6,6.2244323824998,1,1.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA History of Art & English Literature ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
15,3,2,2,NA,"1994","male","black","-2","-2","1","-1","0","-1","2","0","1","-1",4,"2",0.0324222858995199,4,4.03242228589952,1,1.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,NA,10.7,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Economics & Politics ","United Kingdom","1","3",NA,"155.245.28.14","cl-8",NA
2,3,2,2,NA,"1995","female","white","-1","0","1","-1","-1","2","2","0","-1","0",3,"1",0.13472631839104,3,3.13472631839104,2,2.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," LLB French and English Law","France","1","4",NA,"155.245.28.20","cl-14",NA
5,3,2,2,NA,"1994","female","white","-1","-2","-1","1","2","2","2","-1","1","0",8,"2",0.187459446210414,8,8.18745944621041,2,2.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Psychology","United Kingdom","1","50",NA,"155.245.28.10","cl-4",NA
7,3,2,2,NA,"1994","female","white","1","-1","0","-2","-2","2","1","0","-1","0",5,"1",0.519981066090986,5,5.51998106609099,2,2.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BSc Biochemistry with Industrial Placement","United Kingdom","1","10",NA,"155.245.28.15","cl-9",NA
4,3,2,2,NA,"1996","male","white","0","-2","0","-1","-2","1","2","1","1","-1",4,"2",-0.339478194294497,4,3.6605218057055,2,2.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Computer Science","United Kingdom","1","1",NA,"155.245.28.22","cl-16",NA
12,3,2,2,NA,"1996","male","white","1","-2","2","-2","-2","2","2","2","-1","-1",2,"1",0.667730954149738,2,2.66773095414974,2,2.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,10,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," History","United Kingdom","0","0",NA,"155.245.28.19","cl-13",NA
17,3,2,2,NA,"1993","female","brown","-2","-2","0","2","-1","2","1","2","-1","0",5,"2",-0.235799003206193,5,4.76420099679381,2,2.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,12,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," BA Linguistics","United Kingdom","1","1",NA,"155.245.28.41","cl-1",NA
6,3,2,2,NA,"1995","female","white","-2","0","0","0","0","2","2","0","0","0",5,"-2",0.175257314462215,5,5.17525731446221,3,3.1,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," French and English Law","France","0","0",NA,"155.245.28.13","cl-7",NA
10,3,2,2,NA,"1991","male","white","0","-2","1","0","-1","2","1","0","1","0",5,"2",0.695513618085533,5,5.69551361808553,3,3.1,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.5,NA,10.5,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," management","Cyprus","1","1",NA,"155.245.28.21","cl-15",NA
18,3,2,2,NA,"1995","female","brown","-1","0","0","-1","-1","1","1","1","1","0",5,"1",0.586767227435484,5,5.58676722743548,3,3.1,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6,NA,11,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Bsc Economics","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
1,3,2,2,NA,"1994","male","white","1","-2","1","-1","-2","2","1","1","1","-2",4,"1",-0.654260475328192,4,3.34573952467181,3,3.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5.2,NA,10.2,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Modern History","United Kingdom","0","0",NA,"155.245.28.23","cl-17",NA
9,3,2,2,NA,"1993","female","white","-1","-2","1","-1","-1","2","0","1","1","1",3,"2",0.496406906889751,3,3.49640690688975,3,3.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6.1,NA,11.1,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","2",NA," Language and Linguistics","Cyprus","0","0",NA,"155.245.28.17","cl-11",NA
11,3,2,2,NA,"1985","male","white","2","-2","1","-2","-2","2","2","2","-1","-1",2,"0",0.410762258386239,2,2.41076225838624,3,3.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.6,NA,10.6,NA,NA,"GRIexpt-2015-05-22-125920","2Dictator",NA,"1","1",NA," PhD History","United States","1","1",NA,"155.245.28.16","cl-10",NA
